channel_title,title,views,likes,dislikes
PewDiePie,"15 YEAR OLD CRIES OVER NOT GETTING $231,000",2718593,285807,2445
VALDVEVO,Vald - Gris,2717718,129700,3910
AshComps7,Liverpool vs Manchester City 4-3 - All Goals & Extended Highlights - EPL 14/01/2018 HD,2716575,13843,761
Mcfly & Carlito,ON CR√âE DES CHANSONS EN IMPRO #2 feat. Maxenss et Squeezie,2708333,197587,5030
h3h3Productions,Where have we been?,2707826,250443,6927
FBE,YOUTUBERS REACT TO YOUTUBE REWIND 2017,2707816,75664,9614
TravisScottVEVO,"Travis Scott - Watch (Audio) ft. Lil Uzi Vert, Kanye West",2707088,137686,3545
Mcfly & Carlito,BLINDTEST DES SYNONYMES feat. MAXENSS et SQUEEZIE,2704433,308477,5430
cricketlive IND,FINAL OVER - WOMEN'S ASIA CUP T20 FINAL 2018,2702512,25463,3139
DJHAMIDAOFFICIEL,DJ Hamida feat. Aymane Serhani & Balti - Sc√©nario (clip officiel),2698748,107886,8512
5-Minute Crafts,14 COOLEST DIY PHONE CASE IDEAS YOU CAN MAKE IN ONE MINUTE,2696720,33131,2377
RedeTV,"Mendiga esbanja boa forma, desvia a aten√ß√£o da rapaziada e desperta a f√∫ria da mulherada",2696690,22986,2825
Brave Wilderness,STUNG by a WARRIOR WASP!,2693637,129051,1486
Matt Stonie,Matt Stonie vs 1 MASSIVE Slice of Pizza,2692009,73472,3782
"Tyler, The Creator","Tyler, The Creator - OKRA",2689851,231749,2364
WWE,"Ronda Rousey gets her WrestleMania match: Raw, March 5, 2018",2689033,52634,2419
PressTube Russia,–ö–ê–ö –°–î–ï–õ–ê–¢–¨ –ò–î–ï–ê–õ–¨–ù–´–ô –ú–ï–¢–ê–õ–õ–ò–ß–ï–°–ö–ò–ô –®–ê–† –ò–ó –ê–õ–Æ–ú–ò–ù–ò–ï–í–û–ô –§–û–õ–¨–ì–ò,2686762,55923,9429
S√∂z Dizi,S√∂z | 46.B√∂l√ºm,2679350,31121,2185
The Tonight Show Starring Jimmy Fallon,"Ariana Grande, Jimmy & The Roots Sing No Tears Left to Cry w/ Nintendo Labo Instruments",2678368,189675,1435
Amixem,LES PIRES OBJETS SUR LES SITES CHINOIS ! #2,2678253,169658,4454
Mcfly & Carlito,ON CHERCHE UN STAGIAIRE,2675314,234965,3600
BURGER KING,Burger King | Whopper Neutrality,2674711,95359,7120
Primitive Technology,Primitive Technology: Blower and charcoal,2674485,100332,1710
KatyPerryVEVO,Katy Perry - Hey Hey Hey (Official),2673454,244706,35086
Netflix,13 Reasons Why: Season 2 | Date Announcement [HD] | Netflix,2670485,117769,4928
GOLAZO TV,Real Madrid vs Barcelona 0-3 - All Goals & Extended Highlights - La Liga 23/12/2017 HD,2670218,27721,2100
All Football TV,ÿ±ÿØ ŸÅÿπŸÑ ŸÖŸäÿ≥Ÿä ÿ®ÿπÿØ ÿ∂ÿ±ÿ®Ÿá ÿ±ŸàŸÜÿßŸÑÿØŸà ÿ®ÿßŸÑŸÉÿ±ÿ© ŸÅŸä ÿßŸÑÿ±ÿ£ÿ≥ ŸÅŸä ÿßŸÑŸÉŸÑÿßÿ≥ŸäŸÉŸà ÿßÿÆŸÑÿßŸÇ ÿπÿßŸÑŸäÿ©,2663288,22718,1317
BuzzFeedVideo,$12 Pork Vs. $715 Pork,2663188,74504,4257
LIL UZI VERT,Lil Uzi Vert - The Way Life Goes Remix (Feat. Nicki Minaj) [Official Music Video],2662428,132594,8061
WWE,"Ronda Rousey locks Mickie James in an armbar during the main event: Raw, April 23, 2018",2662391,31152,1456
Niska Officiel,Niska - Tubalife Feat. Booba,2659122,160604,4261
Ultra Music,El Chombo - Dame Tu Cosita (Official Video) [Ultra Music],2659106,52451,17502
The Film Theorists,Film Theory: Superman FAILED US! Why Justice League is Earth's Greatest Threat,2659079,74826,4475
Sen Anlat Karadeniz,Sen Anlat Karadeniz 8. B√∂l√ºm 2. Fragmanƒ±,2658463,37755,962
Call of Duty,Official Call of Duty¬Æ: Black Ops 4 Zombies ‚Äì Voyage of Despair,2657947,101385,14452
Battle Universe,NERF Fortnite Battle Royale Challenge!,2656369,21775,1790
L'Algerino,L'Alg√©rino - Va Bene  [Clip Officiel B.O Taxi 5 ],2655067,127864,4201
Shahid.net,ÿ£ŸÖÿß ÿ®ÿ±ÿßŸàÿ© - ÿ£ÿ¥ÿ±ŸÇÿ™ ÿ£ÿ≠ŸÖÿØ - ŸÖÿ±ÿ≠ŸÑÿ© ÿßŸÑÿµŸàÿ™ Ÿàÿ®ÿ≥,2653542,28785,1470
MLG Highlights,Cleveland Cavaliers vs Toronto Raptors Full Game Highlights / Game 3 / 2018 NBA Playoffs,2652364,16289,854
Resumenes FUT,Francia vs Colombia 2-3 Resumen Highlights Goles Amistoso 2018,2652215,21309,1214
Sofiane Officiel,Sofiane - Lundi [Clip Officiel],2648915,108688,2692
SQUEEZIE,JE TESTE L'INTELLIGENCE DE MON CHIEN,2648876,216276,2634
TheEllenShow,Cardi B Knows What She's Naming Her First Child,2647997,68118,779
Mcfly & Carlito,YOUTUBE WARRIOR 3 vs Jimmy Labeeu & Math se fait des films,2646480,212162,2645
NugoBasilaiaa,Russia Vs France 1-3 - All Goals & Highlights - Resumen y Goles 27/03/2018 HD,2639852,8458,755
Goldmines Telefilms,"Hyper (Eedo Rakam Aado Rakam) 2018 New Released Full Hindi Movie | Vishnu Manchu, Sonarika Bhadoria",2638490,33875,2328
WIRED,The Last Jedi Cast Answers the Web's Most Searched Questions | WIRED,2638376,68384,2168
Rohff,Rohff - D√©tr√¥n√© ft NEJ' [Clip Officiel],2636643,53654,9853
CinemaSins,Everything Wrong With Spider-Man: Homecoming,2626520,69894,4546
LuisFonsiVEVO,"Luis Fonsi, Daddy Yankee - Despacito (LIVE From The 60th GRAMMYs ¬Æ)",2624912,95733,5282
Mcfly & Carlito,LES BELGES ONT-ILS UN COEUR ? feat. JIMMY LABEEU,2624282,227801,2259
LFP Gaming,Fortnite: ALL 53 emotes and dances + Their real life original references [No bonuses],2624155,29916,6094
ArcticMonkeysVEVO,Arctic Monkeys - Four Out Of Five (Official Video),2621940,202927,4512
dmc ÿØÿ±ÿßŸÖÿß,ŸÖÿ≥ŸÑÿ≥ŸÑ ŸÜÿ≥ÿ± ÿßŸÑÿµÿπŸäÿØ HD | ÿ®ÿ∑ŸàŸÑÿ© ŸÖÿ≠ŸÖÿØ ÿ±ŸÖÿ∂ÿßŸÜ - ÿßŸÑÿ≠ŸÑŸÇÿ© 24 - Episode 24 Nesr El Sa3ed,2620045,17874,2166
PewDiePie,WALK IN THE WOODS WITH A LOGAN PAUL MEME,2619160,235281,11430
OK Go,OK Go - Obsession - Official Video,2618344,45197,2315
WeroKing,As√≠ fue el √©pico cap√≠tulo final 131 de DBS | Reacci√≥n grupal en M√©xico | WeroKing,2618254,47360,2867
LIVELOVEASAPVEVO,A$AP Rocky - Praise The Lord (Da Shine) (Official Video) ft. Skepta,2617699,175838,1480
MLG Highlights,Golden State Warriors vs Houston Rockets Full Game Highlights / Game 7 / 2018 NBA Playoffs,2617595,14833,1583
Resumenes FUT,Barcelona vs Chelsea 3-0 Resumen Highlights Goles 2018,2616582,24559,1357
Mcfly & Carlito,LA CHANSON DE LA JOIE (DEFI YOUTUBE WARRIOR 2 PERDU RE-UPLOAD),2616513,231267,979
MeghanTrainorVEVO,Meghan Trainor - No Excuses,2615498,145881,11242
S√∂z Dizi,S√∂z | 47.B√∂l√ºm,2611658,26946,2177
AlHayah TV Network,ŸÖÿ≥ŸÑÿ≥ŸÑ ÿ£ŸäŸàÿ® | ÿßŸÑŸÜÿ¨ŸÖ ŸÖÿµÿ∑ŸÅŸä ÿ¥ÿπÿ®ÿßŸÜ ‚Äì ÿßŸÑÿ≠ŸÑŸÇÿ© ÿßŸÑÿ£ŸàŸÑŸâ (Ÿ°),2609720,22082,1469
PBS NewsHour,"WATCH: SpaceX launches the Falcon Heavy, the rocket that could go to Mars",2605385,19315,1443
KSI,KSI VS JOE WELLER PRESS CONFERENCE/FACE OFF/WEIGH IN,2602539,140965,9505
Sen Anlat Karadeniz,Sen Anlat Karadeniz 16. B√∂l√ºm Fragmanƒ±,2598328,38445,803
Lucas the Spider,Lucas the Spider - Giant Spider,2593398,171090,2398
AlonzoVEVO,Alonzo - Santana,2590749,75747,3121
LastWeekTonight,Iran Deal: Last Week Tonight with John Oliver (HBO),2589048,60331,2677
ANDY,Si on pouvait tout contr√¥ler - Andy,2588380,196492,4733
C-SPAN,Michelle Wolf COMPLETE REMARKS at 2018 White House Correspondents' Dinner (C-SPAN),2585434,38662,13956
Warner Bros. Pictures,RAMPAGE - OFFICIAL TRAILER 1 [HD],2585193,40779,3499
BLACKPINK,BLACKPINK - 'SO HOT' (THEBLACKLABEL Remix) in 2017 SBS Gayodaejun,2582370,233049,2378
Star Wars,Solo: A Star Wars Story Big Game TV Spot (:45),2580817,74720,4678
Funny Vines,New ZACH KING Vines Compilation All Time | Top 10 Best Magic Tricks Zach King Magic Show,2580234,21435,1947
Stadium Astro,FT Manchester Utd 1 - 2 Manchester City,2580013,10638,1024
√áukur,CÃßukur 22. BoÃàluÃàm Fragman,2578940,26179,627
AlHayah TV Network,ŸÖÿ≥ŸÑÿ≥ŸÑ ŸÉŸÑÿ®ÿ¥| ÿßŸÑÿ¨ÿ≤ÿ° ÿßŸÑÿ´ÿßŸÜŸä ‚Äì ÿßŸÑÿ≠ŸÑŸÇÿ© ÿßŸÑÿÆÿßŸÖÿ≥ÿ© (Ÿ•)|  (Kalabash2 (EP5,2577835,22706,1407
h3h3Productions,The Return of Whiteface Man,2577175,198952,5569
Mcfly & Carlito,YOUTUBE WARRIOR vs Maxenss & Squeezie,2574963,253710,1971
MalumaVEVO,Maluma - Ojos Que No Ven (Audio),2573427,95557,3147
Mcfly & Carlito,CONCOURS D'ANECDOTES #3 vs MR.POULPE & DAVY,2571955,190018,1753
RedOne,RedOne feat. Adelina & Now United - One World (2018 FIFA World Cup Russia),2569617,39135,716
PewDiePie,do you know how big my mousepad is?,2566791,185728,6002
Wrzzer,Craziest Reaction To Goals Scored In Football,2566192,21028,1255
VA10HD,Real Madrid vs PSG 3-1 All Goals & Extended Highlights - UCL 14/02/2018  HD,2563883,11820,6971
Mcfly & Carlito,MCFLY A √âCRIT UN NOUVEAU SKETCH,2563364,206187,5668
Lil pump,Lil Pump - i Shyne (Prod. Carnage) (Official Audio),2561978,265390,5489
S√∂z Dizi,S√∂z | 40.B√∂l√ºm,2561177,38203,2900
MLG Highlights,Cleveland Cavaliers vs Los Angeles Lakers Full Game Highlights / March 11 / 2017-18 NBA Season,2559794,11729,763
BBC Radio 1,"Dua Lipa - IDGAF ft. Charli XCX, Zara Larsson, M√ò, Alma, in the Live Lounge",2559730,139745,1296
Zee Music South,Kalyaana Vayasu - Kolamaavu Kokila (CoCo) | Nayanthara | Anirudh Ravichander | Lyca Productions,2558280,98356,2755
NORMAN FAIT DES VID√âOS,GROSSE ANNONCE...,2554481,345271,3613
PTXofficial,[OFFICIAL VIDEO] Attention - Pentatonix,2553321,186429,3046
Hatim Idar | ÿ≠ÿßÿ™ŸÖ ÿ•ÿØÿßÿ±,Hatim Idar - Banat dounia (Exclusive Music Video) | ÿ≠ÿßÿ™ŸÖ ÿ•ÿØÿßÿ± - ÿ®ŸÜÿßÿ™ ÿßŸÑÿØŸÜŸäÿß,2550697,0,0
PewDiePie,LOGAN PAULS SISTER WANTS TO DO YOUTUBE,2549922,217178,3104
WWE,"Kevin Owens and Sami Zayn unleash a brutal assault on Daniel Bryan: SmackDown LIVE, March 20, 2018",2544688,46801,2613
Janelle Mon√°e,Janelle Mon√°e ‚Äì Make Me Feel [Official Music Video],2544353,77895,5858
NORMAN FAIT DES VID√âOS,NORMAN - LA RACLETTE !,2544249,221947,3627
Amixem,LES PIRES OBJETS SUR LES SITES CHINOIS ! #2,2543616,165252,4249
PewDiePie,ARE YOU A MAD LAD?,2541103,258942,5166
Mcfly & Carlito,ON CR√âE DES CHANSONS EN IMPRO #2 feat. Maxenss et Squeezie,2537361,191396,4740
WWE,"Ronda Rousey meets Absolution: Raw, March 26, 2018",2536646,34717,2230
MLG Highlights,Cleveland Cavaliers vs Toronto Raptors Full Game Highlights / Game 4 / 2018 NBA Playoffs,2533705,12887,719
Le Woop,LA NOTICE - PRENDRE L'AVION,2533135,150538,3842
NORMAN FAIT DES VID√âOS,PRESQUE ADULTES EP9 - LE +1 DE SA VIE,2532299,122765,1913
LastWeekTonight,Stupid Watergate II: Last Week Tonight with John Oliver (HBO),2531113,61237,2510
ShawnMendesVEVO,Shawn Mendes - Youth (Lyric Video) ft. Khalid,2530830,467219,1591
GOLAZO TV,LEV 5-4 BAR - All Goals & Extended Highlights - 13/05/2018 HD,2525518,16530,2146
Sen Anlat Karadeniz,Sen Anlat Karadeniz 18. B√∂l√ºm 2. Fragmanƒ±,2520381,47588,714
LastWeekTonight,Rehab: Last Week Tonight with John Oliver (HBO),2518743,58742,1233
Blossom,Look Smart and Feel Smarter With These Amazing Adulting DIY Hacks by Blossom,2517003,21933,2163
BlocBoy JB,BlocBoy JB & Drake Look Alive Prod By: Tay Keith (Official Music Video) Shot By: @Fredrivk_Ali,2515496,130296,1585
BuzzFeedVideo,$5 Pie Vs. $250 Pie,2513879,69880,1081
The Late Late Show with James Corden,'Avengers: Infinity War' Cast Tours Los Angeles w/ James Corden,2511515,102301,1405
EnriqueIglesiasVEVO,"Enrique Iglesias - EL BA√ëO REMIX (Lyric Video) ft. Bad Bunny, Natti Natasha",2510702,50636,3008
Kurzgesagt ‚Äì In a Nutshell,A Selfish Argument for Making the World a Better Place ‚Äì Egoistic Altruism,2510657,166686,4989
NORMAN FAIT DES VID√âOS,JE R√âALISE LE R√äVE DE JHON RACHID (NORMAN),2509223,225078,1984
SKARINI,15 AWESOME LIFE HACKS OR CREATIVE IDEAS,2509203,5340,2198
Sen Anlat Karadeniz,Sen Anlat Karadeniz 20. B√∂l√ºm Fragmanƒ±,2507719,38240,868
PewDiePie,VINERS WELCOME!,2504756,252965,3059
LadyGagaVEVO,Lady Gaga - Joanne (Where Do You Think You‚Äôre Goin‚Äô?) (Piano Version),2504586,181066,3897
GOLAZO TV,Real Madrid vs Deportivo La Coruna 7-1 - All Goals & Extended Highlights - La Liga 21/01/2018 HD,2503420,17252,1482
Mister V,MISTER V - MCWALTER 3,2499458,214120,2381
Tee Grizzley,Tee Grizzley - Jetski Grizzley (ft. Lil Pump) [Official Audio],2497813,37844,1175
AuronPlay,EL SECUESTRO - ESPECIAL 8 MILLONES,2497718,421493,5431
Eurovision Song Contest,Eleni Foureira - Fuego - Cyprus - LIVE - First Semi-Final - Eurovision 2018,2495412,46038,15317
MBC THE VOICE KIDS,ŸÖÿ±ÿ≠ŸÑÿ© ÿßŸÑŸÖŸàÿßÿ¨Ÿáÿ© ÿßŸÑÿ£ÿÆŸäÿ±ÿ© ‚Äì ÿ≠ŸÖÿ≤ÿ© ŸÑÿ®Ÿäÿ∂,2495002,0,0
RedeTV,"Mendiga muestra el cuerpo perfecto, desv√≠a la atenci√≥n de el joven y despierta la furia de la mujer",2492448,16671,2469
S√∂z Dizi,S√∂z | 25.B√∂l√ºm,2490271,32881,1794
DIEN QUAN Comedy / H√†i,Th√°ch th·ª©c danh h√†i 4 |t·∫≠p 10 full: Tr∆∞·ªùng Giang ƒë·ªè m·∫∑t khi ƒë∆∞·ª£c fan ru·ªôt √¥m h√¥n tr√™n s√¢n kh·∫•u,2489579,12659,1807
jbalvinVEVO,"J. Balvin, Michael Brun - Positivo",2486637,157941,7458
Rita Ora,"Rita Ora - Girls ft. Cardi B, Bebe Rexha & Charli XCX (Official Video)",2484893,170537,9553
PinkVEVO,P!nk - Beautiful Trauma (Official Video),2484089,150574,3873
Mhd Officiel,MHD - AFRO TRAP Part.10 (Moula Gang),2483531,145264,4312
Audio Music,"Bruno Mars,Charlie Puth,Ed Sheeran Best Christmas Songs,Greatest Hits Pop Playlist Christmas 2018",2483307,5930,2765
BuzzFeedVideo,$8 Toast Vs. $20 Toast,2481124,61901,1882
Cyprien,L'INVENTION DU CORPS HUMAIN - CYPRIEN,2478868,255577,8633
Ben Pluimer,Lucky the iPhone singing cockatiel is OVER it!,2477340,42566,2367
DIEN QUAN Comedy / H√†i,"Th√°ch th·ª©c danh h√†i 4 | t·∫≠p 3 full: Tr·∫•n Th√†nh, Tr∆∞·ªùng Giang c∆∞·ªùi t√© gh·∫ø v·ªõi b√† ch√® trƒÉm tri·ªáu",2475003,14093,1575
Battlefield,Battlefield 5 Official Multiplayer Trailer,2474560,135481,19611
BostonDynamics,Testing Robustness,2473054,57596,1590
El Adl Group,ŸÖÿ≥ŸÑÿ≥ŸÑ ŸÜÿ≥ÿ± ÿßŸÑÿµÿπŸäÿØ  ÿßŸÑÿ≠ŸÑŸÇÿ© 2 ÿßŸÑÿ´ÿßŸÜŸäÿ© HD | ÿ®ÿ∑ŸàŸÑÿ© ŸÖÿ≠ŸÖÿØ ÿ±ŸÖÿ∂ÿßŸÜ -  Episode 02  Nesr El Sa3ed,2471538,24562,2218
Mcfly & Carlito,MCFLY A √âCRIT UN NOUVEAU SKETCH,2471381,202071,5480
Stadium Astro,FT Manchester Utd 1 - 2 Manchester City,2467562,10330,969
NORMAN FAIT DES VID√âOS,NORMAN - LA CHANSON DU FAUX,2467367,302030,26901
Mcfly & Carlito,ON VOUS D√âVOILE NOTRE VRAI SALAIRE,2466993,204742,6225
CAguileraVEVO,"Christina Aguilera - Accelerate (Official Video) ft. Ty Dolla $ign, 2 Chainz",2465294,99974,17299
Ninho,Ninho - Coffrer (Clip officiel),2464166,83794,1934
Cyprien,TOP 10 DES JEUX 2017 (CLIP),2462233,255585,11455
Marwa Loud,Marwa Loud - Billet (Clip Officiel),2460410,82941,4911
TheEllenShow,Kendall Jenner Doesn't Have Baby Fever,2458004,41107,1260
ANDY,Si on pouvait tout contr√¥ler - Andy,2456364,190662,4561
Lorenzo,Lorenzo - Tu le C (Clip Officiel),2455926,110801,2536
BuzzFeedVideo,$15 Spaghetti Vs. $143 Spaghetti,2455496,60405,1324
Maroon5VEVO,Maroon 5 - Wait,2455067,197029,3139
Acunn.com,TVDE YOK |  Adem - Turabi geriliminin yayƒ±nlanmayan g√∂r√ºnt√ºleri! | 83. B√∂l√ºm | Survivor 2018,2454005,16920,2058
GOLAZO TV,Real Madrid vs Villarreal 0-1 - All Goals & Extended Highlights - La Liga 13/01/2018 HD,2452830,16315,1534
Ma√Ætre GIMS,Ma√Ætre Gims - Loup Garou ft. Sofiane (Clip Officiel),2452760,124638,5090
S√∂z Dizi,S√∂z | 49.B√∂l√ºm,2449594,32299,2290
BigfloetoliVEVO,Bigflo & Oli - Papa ft. Notre p√®re Fabian,2448781,180627,2425
Warner Bros. Pictures,A STAR IS BORN - Official Trailer 1,2448327,41389,1025
PewDiePie,SOMEONE STOP THIS MADMAN!,2447039,219023,6263
Cyprien,PRESQUE ADULTES FIN - LE MARIAGE,2446440,155604,2300
extra goal,ŸÖŸÑÿÆÿµ ŸÖÿ®ÿßÿ±ÿßŸá ÿßÿ≥ÿ®ÿßŸÜŸäÿß ŸàÿßŸÑÿßÿ±ÿ¨ŸÜÿ™ŸäŸÜ 6-1 -üî•ÿßŸäÿ≥ŸÉŸà Ÿäÿ∞ŸÑ ÿßŸÑÿ™ÿßŸÜÿ¨Ÿà ÿ®Ÿáÿßÿ™ÿ±ŸäŸÉ ŸÅŸä ÿ∫Ÿäÿßÿ® ŸÖŸäÿ≥Ÿäüî•- ÿ¨ŸÜŸàŸÜ ÿ≥ÿπŸäÿØ ÿßŸÑŸÉÿπÿ®Ÿä,2444655,22673,1629
Cardi B,Cardi B - Be Careful [Official Audio],2444282,158909,8231
orelsan,OrelSan - Tout va bien [CLIP OFFICIEL],2443415,150143,2807
AshComps7,Arsenal vs Chelsea 2-1 - All Goals & Extended Highlights - EFL Cup 24/01/2018 HD,2442177,8338,1043
Fortnite,#boogiedown CONTEST WINNERS ANNOUNCED,2437916,91317,20721
Mcfly & Carlito,S vs L (Clash des fili√®res),2437565,267405,4776
JenniferLopezVEVO,Jennifer Lopez - El Anillo (Official Video),2436889,104690,11416
Cyprien,DESSINE-MOI UN ALIEN (court m√©trage),2435120,252379,7371
S√∂z Dizi,S√∂z | 35.B√∂l√ºm,2435039,33733,2248
Red Bull,2 wingsuit flyers BASE jump into a plane in mid-air. | A Door In The Sky,2432670,25499,471
GOLAZO TV,Valencia vs Real Madrid 1-4 - All Goals & Extended Highlights - La Liga 27/01/2018 HD,2426665,18264,1946
√áukur,CÃßukur 19. BoÃàluÃàm 2. Fragman,2425494,27700,868
S√∂z Dizi,S√∂z | 21.B√∂l√ºm,2420770,26900,1686
NORMAN FAIT DES VID√âOS,TERRAIN MIN√â (Norman ft Jimmy Labeeu),2419381,229346,11347
LastWeekTonight,The Trump Presidency: Last Week Tonight with John Oliver (HBO),2418783,97192,6146
JackieMT 2nd,"Football Fights & Angry Moments 2017/2018 ‚óè Neymar, Messi, C.Ronaldo, Ramos",2416034,22005,1363
Mnet K-POP,Î∞©ÌÉÑÏÜåÎÖÑÎã® - FAKE LOVE (BTS - FAKE LOVE) ‚îÇBTS COMEBACK SHOW 180524 180524,2415804,301328,4949
LastWeekTonight,Immigration Courts: Last Week Tonight with John Oliver (HBO),2415722,67533,2507
Lances HD,PSG 8 x 0 Dijon - Melhores Momentos - Campeonato Franc√™s 17/01/2018 HD,2415365,20150,1102
MLG Highlights,Cleveland Cavaliers vs Golden State Warriors Full Game Highlights / Week 11 / Dec 25,2415334,11604,1147
BFR 1,Real Madrid vs Gr√™mio 1-0 - Highlights & Goals - 16 December 2017,2406032,10650,1230
REACT,YANNY or LAUREL: What do you hear? (REACT),2405120,62240,1812
PewDiePie,How I Made My Millions! (and so can you) üí∞üí∞üí∞,2404042,169267,3190
VALDVEVO,Vald - D√©saccord√©,2402554,119872,3696
Marbouha TV ŸÖÿ±ÿ®Ÿàÿ≠ÿ©,ÿ≥ŸÖÿπŸà ÿßŸÑÿ®ŸÜÿßÿ™ ŸáÿßÿØÿ¥Ÿä ŸÉŸäÿÆŸÑÿπ ! ŸÑÿß ÿ≠ŸàŸÑ ŸàŸÑÿß ŸÇŸàÿ© ÿ•ŸÑÿß ÿ®ÿßŸÑŸÑŸá,2398334,10492,3336
Proximity,Ti√´sto x Dzeko - Jackie Chan ft. Preme & Post Malone,2394524,18449,839
The Late Late Show with James Corden,"Hillary Clinton, Cardi B & More Audition for Fire & Fury - 2018 GRAMMYs",2393894,46473,36669
FiftyShadesVEVO,"Liam Payne, Rita Ora - For You (Fifty Shades Freed)",2393825,201951,2766
2ChainzVEVO,"2 Chainz - PROUD ft. YG, Offset",2391875,116445,1742
The Late Show with Stephen Colbert,Stephen Goes Live After Trump's State Of The Union,2390504,30286,9016
NORMAN FAIT DES VID√âOS,PRESQUE ADULTES EP9 - LE +1 DE SA VIE,2389019,117743,1840
NORMAN FAIT DES VID√âOS,NORMAN - LE BUG DES 10 MILLIONS,2386817,362467,4643
MLG Highlights,Boston Celtics vs Golden State Warriors Full Game Highlights / Jan 27 / 2017-18 NBA Season,2386382,14131,692
Mcfly & Carlito,ON CHERCHE UN STAGIAIRE,2385482,221336,3273
SQUEEZIE,1 CHALLENGE 10 YOUTUBEURS,2384937,286420,1572
David Guetta,David Guetta & Sia - Flames (Lyric Video),2383645,92170,2535
BFMTV,Enfant sauv√© d'une chute: l‚Äôint√©gralit√© du t√©moignage de Mamoudou Gassama sur le plateau de BFMTV,2380679,26654,1870
GOLAZO TV,AUS 0-3 BRA - All Goals & Extended Highlights - 10/06/2018 HD,2377598,19736,1155
PewDiePie,NET NEUTRALITY MEMES,2377198,178024,4413
MLG Highlights,Cleveland Cavaliers vs Toronto Raptors Full Game Highlights / March 21 / 2017-18 NBA Season,2377078,13277,604
Nicki Minaj,Nicki Minaj - Chun-Li (Music Video),2376410,151626,8201
Niska Officiel,Niska - Versus (Feat MHD),2375719,111405,2377
VALDVEVO,Vald - Gris,2375148,124654,3643
GOLAZO TV,Sevilla vs Barcelona 2-2 - All Goals & Extended Highlights - La Liga 31/03/2018 HD,2374139,14861,1036
Amixem,LES PIRES OBJETS SUR LES SITES CHINOIS ! #2,2373548,159283,3970
5-Minute Crafts,30 SMART TRICKS TO MAKE YOUR LIFE EASIER,2373383,23563,2179
SEB,Vivre avec son p√®re (vu par Seb),2372285,126991,2056
h3h3Productions,We Take a DNA Test,2369162,149171,2515
Matt Stonie,The FASTEST Grand Mac Meal Ever Eaten (under 1 Minute!!),2367796,81591,4343
√áukur,CÃßukur 16. BoÃàluÃàm Fragman,2363447,34150,725
Marshmello,Marshmello & Anne-Marie - FRIENDS (Music Video) *OFFICIAL FRIENDZONE ANTHEM*,2362255,238096,3149
NugoBasilaiaa,Russia Vs France 1-3 - All Goals & Highlights - Resumen y Goles 27/03/2018 HD,2361105,7956,696
S√∂z Dizi,S√∂z | 39.B√∂l√ºm,2360811,27253,1739
–≤–î—É–¥—å,"–•–∞–±–µ–Ω—Å–∫–∏–π - ¬´–ú–µ—Ç–æ–¥-2¬ª, –ú–µ–¥–∏–Ω—Å–∫–∏–π –∏ –ë—Ä—ç–¥ –ü–∏—Ç—Ç / –≤–î—É–¥—å",2360058,132481,4307
Sony Pictures Entertainment,VENOM - Official Trailer (HD),2358881,220615,5948
extra goal,ŸÖŸÑÿÆÿµ ŸÖÿ®ÿßÿ±ÿßŸá ÿ±ŸäÿßŸÑ ŸÖÿØÿ±ŸäÿØ ŸàŸÅÿßŸÑŸÜÿ≥Ÿäÿß 4-1 - ÿ¨ŸÜŸàŸÜ ÿ≠ŸÅŸäÿ∏ ÿØÿ±ÿßÿ¨Ÿä - ÿ´ŸÜÿßÿ¶Ÿäÿ© ŸÉÿ±Ÿäÿ≥ÿ™ŸäÿßŸÜŸà ÿ±ŸàŸÜÿßŸÑÿØŸà - ÿßŸÑÿØŸàÿ±Ÿä ÿßŸÑÿßÿ≥ÿ®ÿßŸÜŸä,2356508,30474,2430
Hip-Hop Power,Nicki Minaj - Chun-Li,2355526,66422,5431
Cardi B,Cardi B - Bartier Cardi (feat. 21 Savage) [Official Audio],2352753,130648,6936
S√∂z Dizi,S√∂z | 30.B√∂l√ºm,2352271,33543,1909
Mcfly & Carlito,ON APPELLE DES GENS AU HASARD DANS NOS T√âL√âPHONES #6 feat. CYPRIEN,2351873,259078,29738
